CUSTOMER_NUMBER,txn_count,total_trans_amount,avg_trans_amount,max_trans_amount,std_trans_amount,unique_devices,unique_ips,beneficiary_count,night_txn_ratio,outside_bank_ratio,max_inactive_gap,burst_max,total_app_activities,avg_activity_hour,night_activity_ratio,password_change_count,max_daily_activity,avg_balance_ca,balance_volatility,max_cic_overdue_days,card_utilization_ratio,rule_behavior_device,rule_ato,rule_money_mule,rule_dormant_active,rule_night_anomaly,score_fraud_rule,score_behavioral_instability,score_aml_risk,final_risk_score,Risk_Segment,Fraud,Reason_Code_Details,ML_Pred,Rule_Detected,Business_Action
328571,10.0,14600062.0,1460006.2,7780000.0,2319732.9818431833,2.0,10.0,8.0,0.0,0.5,12.0,2.0,78.0,16.397435897435898,0.0384615384615384,1.0,15.0,1263626.21125,2824548.685687816,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 10 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
416913,90.0,30527750.0,339197.22222222225,3530000.0,551192.9433572278,4.0,90.0,80.0,0.0888888888888888,0.3666666666666666,29.0,3.0,305.0,14.832786885245902,0.1147540983606557,1.0,12.0,1423316.5833333333,614722.8887813715,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 4 máy & 90 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
858395,4.0,570000.0,142500.0,200000.0,43493.29450233297,1.0,4.0,0.0,0.0,0.0,23.0,1.0,140.0,15.57857142857143,0.0285714285714285,1.0,25.0,26549825.685,7267570.219559601,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
788891,26.0,29001535.0,1115443.6538461538,3200000.0,884975.1339124028,2.0,26.0,24.0,0.0384615384615384,0.9230769230769232,34.0,3.0,916.0,14.185589519650655,0.0895196506550218,2.0,66.0,1630285.8857142855,792442.5999449719,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 26 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
372129,51.0,564480000.0,11068235.294117646,36000000.0,7604692.684358087,4.0,51.0,49.0,0.0,1.0,15.0,1.0,263.0,12.422053231939165,0.0152091254752851,1.0,12.0,1193609.3188888887,1422592.0384447544,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 4 máy & 51 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
219047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
931191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,15.229166666666666,0.0416666666666666,2.0,8.0,60608.170000000006,19424.72427771756,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
159230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157620.31,55234.657999126786,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
449930,534.0,8463855618.0,15849916.88764045,324202000.0,36786089.48307918,5.0,532.0,470.0,0.0074906367041198,0.6479400749063671,4.0,8.0,2564.0,12.7094383775351,0.0085803432137285,1.0,40.0,6744295.011666667,3644683.001109552,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 5 máy & 532 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
984972,33.0,10022620.0,303715.75757575757,2700000.0,590151.7844537449,2.0,33.0,6.0,0.0909090909090909,0.0909090909090909,40.0,2.0,54.0,15.055555555555555,0.0555555555555555,1.0,9.0,7609777.546000001,3791169.2396429097,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 33 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
56920,173.0,624492764.0,3609784.763005781,57000000.0,8455414.460765328,2.0,173.0,135.0,0.0346820809248554,0.3526011560693641,11.0,4.0,1995.0,14.42155388471178,0.0771929824561403,9.0,42.0,5405998.455,3232310.5763584822,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 173 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
23010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359491.52499999997,321864.2747552742,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
88430,37.0,18554000.0,501459.45945945947,5000000.0,1028456.7347512752,3.0,37.0,13.0,0.0,0.1891891891891892,23.0,4.0,245.0,16.09795918367347,0.0040816326530612,1.0,15.0,660743.5033333333,953966.0234522016,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 37 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
895790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18375098.206666667,19113697.354593124,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
44574,224.0,628541860.0,2805990.4464285714,40000000.0,5531807.296350834,9.0,224.0,132.0,0.0178571428571428,0.3973214285714285,10.0,4.0,1012.0,13.974308300395258,0.0365612648221343,2.0,25.0,21125790.137777776,18222493.76189909,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 9 máy & 224 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
448950,2.0,320000000.0,160000000.0,200000000.0,56568542.4949238,1.0,2.0,2.0,0.0,1.0,39.0,1.0,76.0,13.026315789473683,0.0526315789473684,1.0,21.0,60403551.71333333,56578317.95024647,1.0,0,0,0,1,0,0,0.0,0.0,20.0,20.0,Medium,1,"• AML/Mule: Giao dịch khủng 200,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
193359,9.0,55333000.0,6148111.111111111,8950000.0,2932145.052877008,2.0,9.0,8.0,0.0,0.7777777777777778,32.0,1.0,127.0,11.937007874015748,0.0,2.0,14.0,136376.61285714287,210466.62463218963,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 9 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
21728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,14.952941176470588,0.0588235294117647,1.0,9.0,1746875.6775,3387550.961875471,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
279211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
68054,11.0,25590000.0,2326363.636363636,6000000.0,1632925.4283479864,2.0,11.0,11.0,0.0909090909090909,0.7272727272727273,28.0,3.0,133.0,14.992481203007518,0.112781954887218,2.0,18.0,5360384.56,4723866.608940944,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 11 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
931053,17.0,250650589.0,14744152.294117646,75000000.0,17809407.084393,3.0,17.0,6.0,0.0,0.3529411764705882,62.0,2.0,238.0,12.781512605042018,0.0168067226890756,1.0,14.0,1330889.652,2499209.3009607415,2.0,0,0,1,1,0,0,50.0,0.0,20.0,70.0,Critical,1,"• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 17 IP | • AML/Mule: Giao dịch khủng 75,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 2 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
946979,58.0,16481914.0,284170.9310344828,5000000.0,805479.6556342667,4.0,58.0,11.0,0.1379310344827586,0.1379310344827586,12.0,4.0,718.0,14.589136490250697,0.0334261838440111,1.0,43.0,1451555.141,1119404.7937235252,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 4 máy & 58 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
19419,13.0,19110000.0,1470000.0,5000000.0,1733560.8824997563,2.0,13.0,12.0,0.1538461538461538,0.3846153846153846,15.0,2.0,123.0,12.34959349593496,0.1626016260162601,3.0,12.0,1905449.3833333335,2446463.151638393,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 13 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
482577,3.0,116900000.0,38966666.666666664,50000000.0,19110293.910176612,2.0,3.0,3.0,0.3333333333333333,1.0,1.0,1.0,54.0,12.314814814814817,0.074074074074074,1.0,9.0,2091209.256,2019029.3758800293,1.0,0,0,1,1,0,0,50.0,0.0,20.0,70.0,Critical,1,"• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 3 IP | • AML/Mule: Giao dịch khủng 50,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
664296,154.0,95241701.0,618452.6038961039,4000000.0,682532.4427016203,3.0,153.0,122.0,0.2467532467532467,0.8181818181818182,11.0,13.0,1261.0,11.93338620142744,0.2648691514670896,13.0,83.0,124047.5475,25234.17287639571,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 153 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
230622,38.0,44260000.0,1164736.8421052631,4000000.0,1145906.3138963832,2.0,38.0,35.0,0.0789473684210526,0.4210526315789473,14.0,2.0,316.0,15.537974683544304,0.0791139240506329,2.0,12.0,4109534.256,1246937.27994215,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 38 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
565279,20.0,351867000.0,17593350.0,200000000.0,48388773.19800425,1.0,20.0,17.0,0.0,0.8,97.0,4.0,155.0,13.683870967741935,0.0,1.0,17.0,2089012.44,3122168.7185021993,1.0,0,0,0,1,0,0,0.0,0.0,20.0,20.0,Medium,1,"• AML/Mule: Giao dịch khủng 200,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
807344,6.0,1770000.0,295000.0,1300000.0,497704.7317436313,2.0,6.0,2.0,0.0,0.3333333333333333,19.0,2.0,60.0,14.683333333333334,0.0,1.0,14.0,395365.505,48609.497058312045,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 6 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
628880,70.0,230758649.0,3296552.1285714284,30000000.0,5904262.563098757,3.0,70.0,51.0,0.0142857142857142,0.4142857142857143,29.0,3.0,657.0,13.308980213089802,0.0243531202435312,2.0,20.0,3214324.777777778,3643069.39118784,2.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 70 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
378713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.125,0.0,1.0,7.0,301575.912,111705.5103400529,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
199083,8.0,2400000.0,300000.0,1000000.0,328416.11235921853,3.0,8.0,4.0,0.0,0.25,5.0,2.0,96.0,14.15625,0.0,1.0,33.0,431425.28,610127.2417103044,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 8 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
355011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1067328.37,902128.4040628568,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
132710,231.0,44028798913.0,190600861.0952381,1000000000.0,266945018.70491976,6.0,230.0,207.0,0.0043290043290043,0.8571428571428571,11.0,4.0,807.0,13.7001239157373,0.0161090458488228,1.0,14.0,344278700.495,196143489.7111892,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 6 máy & 230 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
547380,1.0,353815.0,353815.0,353815.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,110.0,13.209090909090907,0.1454545454545454,0.0,13.0,192425.64857142855,201717.011511578,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
260421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,17.75,0.0,2.0,10.0,472141.2166666666,20580.38117527727,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
480987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,405530.309,332381.0450738306,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
541414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
653457,11.0,34078463.0,3098042.090909091,10606984.0,3415941.729242068,1.0,11.0,9.0,0.0909090909090909,0.8181818181818182,20.0,2.0,309.0,14.754045307443366,0.1067961165048543,1.0,19.0,4172315.016363636,11246168.884917932,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
286555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,14.27450980392157,0.0,2.0,15.0,309298.225,191434.62996377208,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
509799,323.0,15170140100.0,46966378.018575855,790000000.0,108528353.45796256,4.0,323.0,296.0,0.0030959752321981,0.7647058823529411,10.0,7.0,1150.0,13.965217391304348,0.0113043478260869,1.0,28.0,60103603.405555554,105903929.7369598,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 4 máy & 323 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
329711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
926781,34.0,14623000.0,430088.2352941177,2500000.0,545107.9608190533,3.0,34.0,19.0,0.0,0.1764705882352941,47.0,3.0,494.0,12.469635627530364,0.0,2.0,19.0,1976468.5216666667,1851471.9660015877,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 34 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
826196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406866.61166666663,369579.34831278905,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
535043,7.0,1587000.0,226714.2857142857,1000000.0,363173.3811307001,2.0,7.0,1.0,0.1428571428571428,0.1428571428571428,17.0,2.0,297.0,15.356902356902356,0.074074074074074,2.0,22.0,309886.38,227668.91918273584,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 7 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
20799,21.0,156470000.0,7450952.380952381,20000000.0,5897071.014293372,3.0,21.0,21.0,0.0476190476190476,1.0,4.0,3.0,133.0,14.12781954887218,0.0451127819548872,1.0,21.0,22388180.65,0.0,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 21 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
900493,4.0,2170000.0,542500.0,1500000.0,644379.5465407014,1.0,4.0,3.0,0.0,0.75,161.0,1.0,163.0,14.325153374233128,0.1165644171779141,2.0,25.0,1089251.8141666667,1183801.3989515365,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
586534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
246933,43.0,12115000.0,281744.18604651163,2500000.0,404649.4128091892,2.0,43.0,35.0,0.0232558139534883,0.6046511627906976,22.0,2.0,254.0,14.043307086614174,0.0196850393700787,1.0,26.0,815085.9966666666,498550.0561449956,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 43 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
875243,1.0,49900000.0,49900000.0,49900000.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,19.0,14.105263157894736,0.0,1.0,5.0,89650.025,36076.95449477084,1.0,0,0,0,1,0,0,0.0,0.0,20.0,20.0,Medium,1,"• AML/Mule: Giao dịch khủng 49,900,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
870141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
75879,58.0,70700000.0,1218965.5172413792,10000000.0,1513976.7312114565,3.0,58.0,52.0,0.0172413793103448,0.8793103448275862,17.0,3.0,409.0,13.266503667481665,0.0317848410757946,2.0,27.0,1647970.273,1564811.2262019925,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 58 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
356019,14.0,750000.0,53571.42857142857,200000.0,46675.16929344155,2.0,14.0,1.0,0.0,0.0,65.0,2.0,130.0,14.976923076923075,0.0384615384615384,2.0,17.0,820017.2688888889,621194.7781867681,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 14 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
855684,52.0,256577692.0,4934186.384615385,203000000.0,28065997.305611577,2.0,52.0,20.0,0.0384615384615384,0.3461538461538461,24.0,3.0,319.0,14.382445141065832,0.0,1.0,16.0,18776101.43,9830109.223394567,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 52 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
711538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,853333.335,923952.8631074446,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
169413,79.0,204461330.0,2588118.101265823,25000000.0,4082054.962118542,3.0,79.0,75.0,0.0379746835443038,0.7468354430379747,8.0,4.0,1005.0,14.408955223880596,0.0616915422885572,1.0,44.0,6256378.3575,5176027.58953152,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 79 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
37465,97.0,55001828.0,567029.1546391753,3300000.0,702067.9355284902,2.0,97.0,75.0,0.0721649484536082,0.6082474226804123,18.0,3.0,897.0,15.064659977703457,0.0479375696767001,1.0,22.0,3184770.7875,687921.1701675053,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 97 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
220072,21.0,503212596.0,23962504.57142857,250000000.0,60468851.19742504,1.0,21.0,17.0,0.0,0.8095238095238095,36.0,2.0,261.0,11.88888888888889,0.0,2.0,17.0,18564943.290000003,38137076.17576155,1.0,0,0,0,1,0,0,0.0,0.0,20.0,20.0,Medium,1,"• AML/Mule: Giao dịch khủng 250,000,000 VND (Vượt ngưỡng IQR) kết hợp hồ sơ dính nợ xấu CIC 1 ngày",1,1,CRITICAL: BLOCK IMMEDIATELY
505999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,630661.105,502000.80212884746,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
936949,133.0,59079740.0,444208.5714285714,29000000.0,2576030.6592769204,3.0,133.0,47.0,0.0300751879699248,0.112781954887218,30.0,5.0,359.0,15.665738161559888,0.0278551532033426,4.0,18.0,920641.061,677579.5719107877,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 133 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
665355,157.0,209367802.0,1333552.8789808918,15056935.0,2675741.8220318304,3.0,157.0,118.0,0.0254777070063694,0.643312101910828,16.0,5.0,782.0,14.139386189258312,0.0127877237851662,1.0,19.0,3304961.675555555,4757225.5490174275,1.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 157 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
12884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,265128.94,282280.17707329284,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
200978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,11.775510204081632,0.0,3.0,14.0,2392840.4071428576,1412165.7758266558,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
524511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616810.89,7913059.722712147,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
374149,10.0,3156120.0,315612.0,1400000.0,467602.0659777571,2.0,10.0,5.0,0.1,0.5,21.0,2.0,98.0,15.20408163265306,0.1326530612244898,1.0,10.0,819204.935,562034.0174550723,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 2 máy & 10 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
877329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7810352.428,9274961.529261284,1.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,Low,0,"Tài khoản sạch, hành vi đạt chuẩn an toàn.",0,0,PASS: ALLOW TRANSACTION
2169,23.0,23290000.0,1012608.695652174,7850000.0,1821069.1599649624,3.0,23.0,23.0,0.0,0.7391304347826086,13.0,2.0,171.0,14.7953216374269,0.0409356725146198,1.0,11.0,795292.7166666668,1161587.0830727513,0.0,0,0,1,0,0,0,50.0,0.0,0.0,50.0,High,1,• ATO: Phát hiện đổi mật khẩu kết hợp sử dụng bất thường 3 máy & 23 IP,1,1,CRITICAL: BLOCK IMMEDIATELY
